Ph ph,Dissolved O2 %,Conductivity uS/cm,Turbidity NTU,Battery %,Upload Time (Local),Class
6.882678414,39.64078893,181.7323043,666.8107969,99.78688978,27/02/2020 00:30,DDoS
6.77,43.5,180,518.9,91,27/02/2020 00:31,Normal
6.78,44.8,179.9,541,93,27/02/2020 00:32,Normal
6.737618563,44.95703753,180.5966,540.1387874,96,27/02/2020 00:33,Replay
6.87,46.8,179.9,542.3,92,27/02/2020 00:34,Normal
6.85,46.7,179.8,563.6,89,27/02/2020 00:35,Normal
6.695916333,46.2784111,181.9089078,563.388924,100,27/02/2020 00:36,Replay
6.86,47.9,179.8,535.1,91,27/02/2020 00:37,Normal
6.87,47.7,179.7,535.9,92,27/02/2020 00:38,Normal
6.571641419,47.92170771,186.8573404,535.231502,100,27/02/2020 00:39,Replay
6.7,46.7,179.7,591.8,90,27/02/2020 00:40,Normal
6.72,47.7,179.6,590,92,27/02/2020 00:41,Normal
6.86335888,47.7593633,184.9468327,590.2338799,97,27/02/2020 00:42,Replay
6.72,47.6,179.6,541.4,93,27/02/2020 00:43,Normal
6.7,47.9,179.5,549.5,91,27/02/2020 00:44,Normal
6.69,47.6,179.5,545.1,92,27/02/2020 00:45,Normal
6.845331659,47.15249655,182.2716739,545.4442581,96,27/02/2020 00:46,Replay
6.78,46.4,179.4,539.2,91,27/02/2020 00:47,Normal
6.86,46.7,179.4,534,91,27/02/2020 00:48,Normal
6.833715908,46.34495209,182.3421965,534.581707,89,27/02/2020 00:49,Replay
6.69,45.8,179.3,527.5,90,27/02/2020 00:50,Normal
6.85,46.5,179.3,526,92,27/02/2020 00:51,Normal
6.718697977,46.15340756,180.7274888,526.316051,97,27/02/2020 00:52,Replay
6.69,46.4,179.3,524.4,92,27/02/2020 00:53,Normal
6.86,43.5,179.2,534.8,91,27/02/2020 00:54,Normal
6.698908588,43.91031314,185.7692206,535.2440903,88,27/02/2020 00:55,Replay
6.77,44.7,179.2,530.9,91,27/02/2020 00:56,Normal
6.68,45,179.2,518.5,92,27/02/2020 00:57,Normal
6.418743177,44.8568048,180.0221798,519.1620425,92,27/02/2020 00:58,Replay
6.71,43.7,179.2,530.1,89,27/02/2020 00:59,Normal
6.71,44.1,179.1,531.4,91,27/02/2020 01:00,Normal
6.700764472,44.20049937,175.5506102,531.3017245,97,27/02/2020 01:01,Replay
6.86,46.2,179,537.2,90,27/02/2020 01:02,Normal
6.74,46,179,525.9,90,27/02/2020 01:03,Normal
6.51016207,46.43907587,179.5664625,525.2112375,90,27/02/2020 01:04,Replay
6.84,46.3,178.9,541.9,89,27/02/2020 01:05,Normal
6.87,44.5,178.9,546.2,90,27/02/2020 01:06,Normal
6.795429786,44.2261677,171.9992977,546.598392,94,27/02/2020 01:07,Replay
6.81,43.1,178.9,532.4,91,27/02/2020 01:08,Normal
6.86,44,178.9,538.3,92,27/02/2020 01:09,Normal
6.755477743,43.64589984,192.443413,538.9470188,86,27/02/2020 01:10,Replay
6.87,45.2,178.9,535.3,91,27/02/2020 01:11,Normal
6.7,44.2,178.9,539.7,91,27/02/2020 01:12,Normal
6.36194741,43.85485579,186.8543608,538.847389,92,27/02/2020 01:13,Replay
6.76,43.7,178.9,510.4,89,27/02/2020 01:14,Normal
6.78,43.1,178.8,534,90,27/02/2020 01:15,Normal
6.811095918,42.60154335,186.7838261,533.6716769,98,27/02/2020 01:16,Replay
6.86,43.1,178.8,531.5,91,27/02/2020 01:17,Normal
6.8,43.9,178.8,501.3,90,27/02/2020 01:18,Normal
6.453054343,43.56769302,186.0836196,501.6986577,89,27/02/2020 01:19,Replay
6.87,43.3,178.7,498.1,89,27/02/2020 01:20,Normal
6.69,42.7,178.7,498,90,27/02/2020 01:21,Normal
6.387630013,42.38206591,184.6593108,498.6013639,86,27/02/2020 01:22,Replay
6.71,42.9,178.6,500.5,90,27/02/2020 01:23,Normal
6.8,45.4,178.6,488.3,89,27/02/2020 01:24,Normal
6.87,44,178.5,490.9,92,27/02/2020 01:25,Normal
6.667790185,43.65861721,193.0929464,490.4201986,99,27/02/2020 01:26,Replay
6.84,43.3,178.4,498.9,88,27/02/2020 01:27,Normal
6.67,44.4,178.4,487.7,88,27/02/2020 01:28,Normal
6.560693819,44.39523074,180.9991585,487.0523926,91,27/02/2020 01:29,Replay
6.66,43.6,178.3,492.1,88,27/02/2020 01:30,Normal
6.69,42.7,178.3,490.4,90,27/02/2020 01:31,Normal
6.635136824,42.21114907,187.3066746,491.3431518,92,27/02/2020 01:32,Replay
6.84,43.8,178.3,495.3,88,27/02/2020 01:33,Normal
6.74,44.9,178.2,497.2,88,27/02/2020 01:34,Normal
6.848465189,44.63249905,179.065495,496.7659186,96,27/02/2020 01:35,Replay
6.66,45.2,178.2,493.3,90,27/02/2020 01:36,Normal
6.66,44.1,178.2,493.2,89,27/02/2020 01:37,Normal
6.804139105,44.12753744,174.4208558,494.1393838,91,27/02/2020 01:38,Replay
6.84,45.4,178.1,484.5,90,27/02/2020 01:39,Normal
6.83,43.3,178.1,489.5,88,27/02/2020 01:40,Normal
6.618697644,43.07774186,181.0074841,488.7838012,91,27/02/2020 01:41,Replay
6.84,44.5,178.1,494.2,88,27/02/2020 01:42,Normal
6.74,43.8,177.3,488.7,98,27/02/2020 01:43,Normal
6.478727022,44.19608486,192.0339847,487.7992623,88,27/02/2020 01:44,Replay
6.84,43.5,177.4,493.8,99,27/02/2020 01:45,Normal
6.84,41.9,177.4,485.1,97,27/02/2020 01:46,Normal
6.736768343,41.50488299,186.4948909,484.7970014,93,27/02/2020 01:47,Replay
6.84,41.5,177.3,491.5,99,27/02/2020 01:48,Normal
6.67,42.4,177.2,499.7,99,27/02/2020 01:49,Normal
6.662982526,42.52429084,184.5927649,500.6817067,93,27/02/2020 01:50,Replay
6.61,45.5,177.1,489.8,96,27/02/2020 01:51,Normal
6.67,45.4,177,490.4,97,27/02/2020 01:52,Normal
6.726189859,45.32059215,165.2820433,491.3635736,86,27/02/2020 01:53,Replay
6.58,45.2,176.9,494.2,99,27/02/2020 01:54,Normal
6.68,44.6,176.9,499.2,99,27/02/2020 01:55,Normal
6.451652864,44.53836426,191.8434008,499.1411258,95,27/02/2020 01:56,Replay
6.48,45.3,176.8,500.5,100,27/02/2020 01:57,Normal
6.53,44.8,176.8,502.5,96,27/02/2020 01:58,Normal
6.873798281,44.95125191,192.2730493,503.3356701,97,27/02/2020 01:59,Replay
6.56,44.2,176.8,506.2,99,27/02/2020 02:00,Normal
6.58,44.7,177,514.6,96,27/02/2020 02:01,Normal
6.48,44.1,177,536.6,100,27/02/2020 02:02,Normal
6.692867289,43.70133457,188.607096,536.2190249,98,27/02/2020 02:03,Replay
6.48,44.9,177.1,507.7,96,27/02/2020 02:04,Normal
6.49,44.6,177.1,531.2,97,27/02/2020 02:05,Normal
6.440279018,44.3710383,192.207982,531.3880342,97,27/02/2020 02:06,Replay
6.61,45.1,177.1,517.8,98,27/02/2020 02:07,Normal
6.7,44.9,177.1,526.1,98,27/02/2020 02:08,Normal
6.916169768,45.19544094,188.5948847,525.2784297,92,27/02/2020 02:09,Replay
6.55,44.3,177.2,518.9,100,27/02/2020 02:10,Normal
6.72,45.4,177.2,505.7,99,27/02/2020 02:11,Normal
6.707579505,45.12608284,189.7741779,504.8856567,87,27/02/2020 02:12,Replay
6.74,47.6,177.3,509,96,27/02/2020 02:13,Normal
6.68,46.5,177.3,525.2,96,27/02/2020 02:14,Normal
6.552240547,46.99903815,185.6536847,525.7317044,99,27/02/2020 02:15,Replay
6.58,45.6,177.3,506,99,27/02/2020 02:16,Normal
6.7,44.2,177.4,503.9,99,27/02/2020 02:17,Normal
6.763668219,44.06200141,176.0759905,504.8153158,98,27/02/2020 02:18,Replay
6.58,43.8,177.4,503.9,99,27/02/2020 02:19,Normal
6.77,43.6,177.3,503,99,27/02/2020 02:20,Normal
6.622461816,43.18322882,187.7102809,502.1427731,99,27/02/2020 02:21,Replay
6.6,42.4,177.3,496.5,96,27/02/2020 02:22,Normal
6.71,41.5,177.3,494.8,97,27/02/2020 02:23,Normal
6.650842001,41.07650239,180.170451,495.0125522,98,27/02/2020 02:24,Replay
6.78,42.2,177.3,500.7,97,27/02/2020 02:25,Normal
6.62,43.1,177.4,484.7,98,27/02/2020 02:26,Normal
6.563824902,42.86764062,182.0894126,485.1157271,97,27/02/2020 02:27,Replay
6.81,43.2,177.4,480.6,96,27/02/2020 02:28,Normal
6.63,43.5,177.3,484.4,100,27/02/2020 02:29,Normal
6.798970189,43.70354953,174.5785137,485.1301813,88,27/02/2020 02:30,Replay
6.64,43.3,177.4,494.2,96,27/02/2020 02:31,Normal
6.71,42.8,177.3,496.8,98,27/02/2020 02:32,Normal
6.33754166,43.01675865,178.7676743,497.0872406,92,27/02/2020 02:33,Replay
6.67,41.7,177.3,499.3,96,27/02/2020 02:34,Normal
6.84,40.5,177.3,490.2,96,27/02/2020 02:35,Normal
6.715269745,40.04466967,183.750488,489.7219035,96,27/02/2020 02:36,Replay
6.84,40.4,177.3,494.1,100,27/02/2020 02:37,Normal
6.84,39.8,177.3,489.3,99,27/02/2020 02:38,Normal
6.652330447,39.63396961,179.4570159,489.030467,97,27/02/2020 02:39,Replay
6.67,41.4,177.3,495.1,99,27/02/2020 02:40,Normal
6.66,41.7,177.3,516.4,99,27/02/2020 02:41,Normal
6.85,41.6,177.3,527.7,99,27/02/2020 02:42,Normal
6.79394789,41.47874312,188.9084667,527.040859,91,27/02/2020 02:43,Replay
6.84,42.5,177.3,516.7,96,27/02/2020 02:44,Normal
6.86,41.2,177.3,504.7,95,27/02/2020 02:45,Normal
6.754415397,40.78619381,188.9520065,504.1673156,96,27/02/2020 02:46,Replay
6.86,40.3,177.6,508.2,99,27/02/2020 02:47,Normal
6.68,40.5,177.6,497.4,95,27/02/2020 02:48,Normal
6.882031118,40.58148376,190.5866434,497.7458799,91,27/02/2020 02:49,Replay
6.87,42.9,177.6,537.9,92,27/02/2020 02:50,Normal
6.76,42.3,177.5,535.6,95,27/02/2020 02:51,Normal
6.740349485,41.95099664,189.2602229,535.9854414,100,27/02/2020 02:52,Replay
6.7,42,177.5,538.6,95,27/02/2020 02:53,Normal
6.87,41,177.5,560.3,91,27/02/2020 02:54,Normal
6.813959746,41.09908966,186.6256398,560.2678082,99,27/02/2020 02:55,Replay
6.71,41.2,177.5,536.3,93,27/02/2020 02:56,Normal
6.76,40.4,177.5,505.4,95,27/02/2020 02:57,Normal
6.286966819,39.98689009,176.9623556,506.2534497,97,27/02/2020 02:58,Replay
6.87,41.8,177.5,512.4,92,27/02/2020 02:59,Normal
6.83,40.4,177.5,501,95,27/02/2020 03:00,Normal
6.579255881,40.09978636,187.0082885,501.476555,95,27/02/2020 03:01,Replay
6.84,40.1,177.5,516.3,94,27/02/2020 03:02,Normal
6.87,39.4,177.5,518.5,93,27/02/2020 03:03,Normal
6.467585187,39.85767781,182.7473455,517.8473608,100,27/02/2020 03:04,Replay
6.71,40.1,177.5,545.6,94,27/02/2020 03:05,Normal
6.87,39.9,177.5,524.1,94,27/02/2020 03:06,Normal
6.404161644,39.66032176,187.3934193,524.1657289,87,27/02/2020 03:07,Replay
6.88,40.9,177.5,536.2,91,27/02/2020 03:08,Normal
6.83,41.7,177.5,530.9,93,27/02/2020 03:09,Normal
6.654558159,41.81157806,186.4789372,530.9228134,96,27/02/2020 03:10,Replay
6.84,39.4,177.5,561.1,94,27/02/2020 03:11,Normal
6.83,40.8,177.5,564.6,95,27/02/2020 03:12,Normal
6.41993788,40.81151561,190.9271876,565.3560398,92,27/02/2020 03:13,Replay
6.82,41.6,177.4,551.5,93,27/02/2020 03:14,Normal
6.69,40.9,177.4,546.3,93,27/02/2020 03:15,Normal
6.89,40.2,177.4,544.4,93,27/02/2020 03:16,Normal
6.631337783,39.98540925,179.1335141,543.9638649,86,27/02/2020 03:17,Replay
6.79,41.6,177.4,559.7,95,27/02/2020 03:18,Normal
6.69,42.8,177.4,542.8,91,27/02/2020 03:19,Normal
6.644441262,42.78581053,192.3488839,543.4123115,89,27/02/2020 03:20,Replay
6.7,42.1,177.4,536.6,95,27/02/2020 03:21,Normal
6.89,40.6,177.4,534.6,93,27/02/2020 03:22,Normal
6.847642817,40.58545152,193.0245419,533.6826623,95,27/02/2020 03:23,Replay
6.9,40.5,177.5,538.9,90,27/02/2020 03:24,Normal
6.89,39.7,177.5,544.3,94,27/02/2020 03:25,Normal
6.888295103,39.89731014,190.5887776,544.7266624,95,27/02/2020 03:26,Replay
6.9,39.2,177.4,538.9,92,27/02/2020 03:27,Normal
6.79,39.7,177.5,559.5,91,27/02/2020 03:28,Normal
6.629990463,39.28469795,181.3689531,559.7538922,93,27/02/2020 03:29,Replay
6.82,39.6,177.4,528.1,91,27/02/2020 03:30,Normal
6.9,39.3,177.4,521.3,94,27/02/2020 03:31,Normal
6.662728429,39.67458383,167.8732979,520.8556786,92,27/02/2020 03:32,Replay
6.71,39.5,177.4,522.9,93,27/02/2020 03:33,Normal
6.89,40.6,177.4,520.1,93,27/02/2020 03:34,Normal
6.592927772,40.37327388,192.5171175,520.3949288,88,27/02/2020 03:35,Replay
6.88,40.6,177.4,536.6,91,27/02/2020 03:36,Normal
6.89,40.5,177.5,531,93,27/02/2020 03:37,Normal
6.652294477,40.93800224,188.3647344,530.2342138,92,27/02/2020 03:38,Replay
6.7,39.9,177.5,535.5,92,27/02/2020 03:39,Normal
6.8,40.6,177.5,536.8,91,27/02/2020 03:40,Normal
6.562331535,40.52207647,192.0458895,535.9713868,100,27/02/2020 03:41,Replay
6.78,39.8,177.5,519.3,94,27/02/2020 03:42,Normal
6.89,39.8,177.5,530.7,91,27/02/2020 03:43,Normal
6.483350959,40.16610779,187.0114053,530.7419849,99,27/02/2020 03:44,Replay
6.7,41,177.5,537,91,27/02/2020 03:45,Normal
6.7,39.5,177.5,536.9,92,27/02/2020 03:46,Normal
6.883271296,39.98891645,174.9688872,536.7127496,92,27/02/2020 03:47,Replay
6.7,39.2,177.5,545.1,90,27/02/2020 03:48,Normal
6.89,38.4,177.5,559.1,93,27/02/2020 03:49,Normal
6.83,38.2,177.5,549.1,90,27/02/2020 03:50,Normal
6.338811331,38.32424493,182.7727631,549.9322447,92,27/02/2020 03:51,Replay
6.9,38,177.4,534.8,90,27/02/2020 03:52,Normal
6.88,37.3,177.4,517.3,94,27/02/2020 03:53,Normal
6.797509986,37.21255536,173.0606183,516.6398494,95,27/02/2020 03:54,Replay
6.71,37.7,177.4,538.4,92,27/02/2020 03:55,Normal
6.85,39.8,177.4,570.7,91,27/02/2020 03:56,Normal
6.699603443,40.24718674,181.4040483,570.2477819,86,27/02/2020 03:57,Replay
6.72,37.5,177.4,580.9,92,27/02/2020 03:58,Normal
6.83,38.4,177.4,597.9,93,27/02/2020 03:59,Normal
6.528758049,37.9627175,167.3233632,598.0302488,90,27/02/2020 04:00,Replay
6.73,37.7,177.4,575.1,90,27/02/2020 04:01,Normal
6.89,37.7,177.4,585.1,93,27/02/2020 04:02,Normal
6.653105211,38.10755428,180.3038889,586.0817087,89,27/02/2020 04:03,Replay
6.79,37.3,177.4,557.3,93,27/02/2020 04:04,Normal
6.83,37.8,177.4,558.4,93,27/02/2020 04:05,Normal
6.436059578,37.3614734,185.2128113,557.4637309,99,27/02/2020 04:06,Replay
6.7,38.2,177.4,570.4,93,27/02/2020 04:07,Normal
6.9,37.1,177.3,554.5,90,27/02/2020 04:08,Normal
6.719775173,36.85747961,191.645386,555.0465031,97,27/02/2020 04:09,Replay
6.71,38.4,177.3,581.2,91,27/02/2020 04:10,Normal
6.88,40.1,177.3,576.7,93,27/02/2020 04:11,Normal
6.678174833,40.43923478,187.4455539,576.9064855,98,27/02/2020 04:12,Replay
6.71,39.5,177.4,584.3,93,27/02/2020 04:13,Normal
6.72,38.1,177.4,565.5,93,27/02/2020 04:14,Normal
6.750381487,38.34118619,185.7847039,564.8575094,93,27/02/2020 04:15,Replay
6.8,38.1,177.3,516.4,93,27/02/2020 04:16,Normal
6.86,38.2,177.3,489.7,92,27/02/2020 04:17,Normal
6.608140389,38.12513775,185.5497361,489.3280858,89,27/02/2020 04:18,Replay
6.8,37.8,177.3,575.1,93,27/02/2020 04:19,Normal
6.69,37.6,176.8,604.1,99,27/02/2020 04:20,Normal
6.340546909,37.34533656,192.8307343,604.0025101,95,27/02/2020 04:21,Replay
6.364656626,59.06039481,192.2027347,644.0863792,87.89345505,27/02/2020 04:21,DDoS
6.270535797,41.66397158,192.3668484,414.1410841,89.25371129,27/02/2020 04:21,DDoS
5.538844418,27.76894148,165.1449427,660.2389921,93.58759673,27/02/2020 04:21,DDoS
6.895105225,83.1024866,174.0979819,691.6637978,88.58798063,27/02/2020 04:21,DDoS
6.837822466,25.87615938,185.5615891,591.4567237,94.28214597,27/02/2020 04:21,DDoS
6.093130203,88.28942521,186.8484693,563.4991104,87.41914115,27/02/2020 04:21,DDoS
6.238685383,37.25129023,158.7418999,367.2615643,87.97398166,27/02/2020 04:21,DDoS
5.718024769,31.00542375,180.9455748,334.4960368,88.71199177,27/02/2020 04:21,DDoS
6.126931484,45.22791995,175.5471784,420.8224092,94.87418663,27/02/2020 04:21,DDoS
6.741332221,93.51972497,177.6174251,374.4154871,98.93161197,27/02/2020 04:21,DDoS
5.798743008,28.42388069,175.7001807,486.3369515,93.83612994,27/02/2020 04:21,DDoS
7.071818819,62.31701093,194.90582,336.6826568,86.72610887,27/02/2020 04:21,DDoS
6.062764982,37.3339243,191.3720667,413.7843869,90.70685195,27/02/2020 04:21,DDoS
6.432830141,31.71763899,169.6820363,645.6244154,93.64191689,27/02/2020 04:21,DDoS
6.769884945,30.13133751,162.5459077,359.9746758,89.12242635,27/02/2020 04:21,DDoS
6.086691759,95.25369613,177.1579661,442.2749871,86.04290954,27/02/2020 04:21,DDoS
6.894004809,87.60427154,178.0261879,607.6148202,87.30486916,27/02/2020 04:21,DDoS
7.207039182,63.76952747,177.1717194,651.5051423,87.77792223,27/02/2020 04:21,DDoS
7.03702723,33.02041474,189.7615084,352.8776267,95.31954172,27/02/2020 04:21,DDoS
5.664749706,87.09010582,180.9844246,405.4006721,93.65456587,27/02/2020 04:21,DDoS
5.374907963,83.88811365,169.875004,406.5479537,95.0691538,27/02/2020 04:21,DDoS
5.372920278,20.3039082,181.5944877,442.3791913,99.85058045,27/02/2020 04:21,DDoS
6.460856722,40.47591119,191.0849737,388.2162919,87.18372739,27/02/2020 04:21,DDoS
5.627875984,60.79616058,195.863093,569.7948175,99.41025487,27/02/2020 04:21,DDoS
6.646339989,73.63457989,193.7658706,419.8566596,91.79572418,27/02/2020 04:21,DDoS
5.904774825,59.50058325,175.6652327,664.5944096,92.8896735,27/02/2020 04:21,DDoS
6.07471507,34.67088705,162.4733329,637.554895,98.48179486,27/02/2020 04:21,DDoS
6.851562134,78.25165196,169.9877494,663.1918353,98.3357497,27/02/2020 04:21,DDoS
6.47324636,61.50601224,163.4829816,714.2599708,92.55901233,27/02/2020 04:21,DDoS
6.608048813,86.69005291,158.8545135,617.9905482,97.55249236,27/02/2020 04:21,DDoS
5.405750674,27.52985116,158.31151,531.6219316,87.63496023,27/02/2020 04:21,DDoS
6.56450669,37.78731526,189.8622782,412.2157871,94.38787385,27/02/2020 04:21,DDoS
6.602250474,39.82221519,181.2506031,375.8922046,95.8938396,27/02/2020 04:21,DDoS
5.831554662,84.86295846,180.6676688,448.6576735,94.02111658,27/02/2020 04:21,DDoS
5.895923326,85.94952205,170.6213238,391.7818592,97.76294978,27/02/2020 04:21,DDoS
6.496557993,74.37401728,159.4579029,342.7710275,88.55893111,27/02/2020 04:21,DDoS
5.347899898,82.38935759,181.2064329,479.7223847,88.09728325,27/02/2020 04:21,DDoS
5.968788019,75.6298659,177.0950767,350.8699093,90.87499606,27/02/2020 04:21,DDoS
6.405663034,80.90497571,178.1185307,367.8874333,93.83528606,27/02/2020 04:21,DDoS
7.020229962,92.49714955,193.2529525,381.7519145,91.72339896,27/02/2020 04:21,DDoS
5.910178247,65.17661328,158.1067371,463.8545098,93.56357209,27/02/2020 04:21,DDoS
6.814321526,76.78871718,166.4465648,460.0413259,88.44768493,27/02/2020 04:21,DDoS
5.469339964,74.34548182,172.4990757,597.0915451,94.12650555,27/02/2020 04:21,DDoS
6.69,37.2,176.8,623.1,99,27/02/2020 04:22,Normal
6.82,36.2,176.9,609.5,96,27/02/2020 04:23,Normal
6.657646181,35.78430547,168.4182819,608.6036517,98,27/02/2020 04:24,Replay
6.72,37.3,176.9,597.7,96,27/02/2020 04:25,Normal
6.9,36.7,176.9,608.1,99,27/02/2020 04:26,Normal
6.69,35.8,176.8,606.6,96,27/02/2020 04:27,Normal
6.471412689,35.3745509,192.3625554,606.4088973,98,27/02/2020 04:28,Replay
6.79,35.8,176.9,596.5,97,27/02/2020 04:29,Normal
6.9,37,176.9,600.5,98,27/02/2020 04:30,Normal
6.847706723,37.23445163,181.4192023,599.8063257,91,27/02/2020 04:31,Replay
6.71,35.7,176.9,582.8,98,27/02/2020 04:32,Normal
6.79,36,176.8,588.4,100,27/02/2020 04:33,Normal
6.781652587,36.45116266,185.9359177,588.8745712,87,27/02/2020 04:34,Replay
6.84,38.8,176.8,571.5,99,27/02/2020 04:35,Normal
6.9,38.1,176.9,607.9,96,27/02/2020 04:36,Normal
6.664600953,38.36479979,181.63326,607.606953,89,27/02/2020 04:37,Replay
6.9,36.6,176.8,585,98,27/02/2020 04:38,Normal
6.88,36.6,176.9,590.8,98,27/02/2020 04:39,Normal
6.809038943,36.80064461,187.1645998,591.2323805,91,27/02/2020 04:40,Replay
6.7,35.9,176.8,548.9,99,27/02/2020 04:41,Normal
